sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,TurbidityNTU,Tot Coli CMF,E.coli Pres,E.coli Conf,E.coli C-MF,E.coli PMF,Colfm PMF10,E.coli C-MPN,ColfmF Conf,Colfrm Conf,ColfmF MF10,ColformsPre,F Coli Pre,,
SO-DUMPROTH,DUMP ROTHER,2010-09-29T11:10:00,360,9.13,13.31,6.61,18.7,,,,,,,,,,,15000,12000,,
NW-88003187,LONGTON BROOK AT GRANGE LANE,2010-09-16T12:35:00,548,8.22,13.6,7.03,0.5,21000,308,,231,,,,4000,,,21000,4000,,
NW-88022687,RIVER DOUGLAS @ BECCONSALL LANE,2010-09-16T11:48:00,526,8.98,13.85,7.45,0,30800,,,,,,,15600,,,44000,26000,,
NW-88022686,RIVER DOUGLAS U/S RUFFORD BRIDGE,2010-09-16T11:20:00,532,9.05,13.84,7.44,0,100000,,,,,,,31200,,,100000,39000,,
SW-73110513,HELE STREAM AT ILFRACOMBE (HELE) BEACH,2010-09-16T11:00:00,269,9.08,12.9,7.33,0.5,6000,10000,,7000,,,,2112,,,9000,1560,,
NW-88022684,THREE POOLS WATERWAY AT WATER LANE,2010-09-16T10:49:00,739,6.86,13.24,7.26,1,927,,,,,,,484,,,1545,538,,
SW-73110515,HELE STREAM U/S MILL LEAT,2010-09-16T10:45:00,259,4.14,12.7,7.27,1,4400,,,,,,,231,,,4400,1760,,
SW-73115120,ILFRACOMBE WILDERSMOUTH BEACH (34500),2010-09-16T10:30:00,592,4.7,15.7,7.3,1,166,,,,,,,74,,,207,82,,
SW-73111400,E.WILDER BROOK - BROOKFIELD PLACE,2010-09-16T10:00:00,396,4.41,13.1,7.17,1,800,615,,369,,,,492,,,2000,1000,,
SW-73015036,PUTSBOROUGH BEACH (34300),2010-08-17T12:30:00,664,8.22,17.7,8.21,1,10,,,2,,,,,,,10,2,,
SW-82114910,LONG ROCK (PRE 2024) (30300),2010-08-11T13:30:00,273,9.93,15.48,8.26,1,27,,,13,,,,,,,27,13,,
SW-82515105,PORTHCOTHAN BEACH (WEST) (32550),2010-08-11T13:20:00,293,10.3,18.03,8.09,1,10,,,2,,,,,,,10,2,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2010-08-06T13:43:00,13105,7.87,18.6,8.11,112,,,,,,,,154,,,,308,,
SW-70920116,RIVER ERME AT FAWNS BRIDGE,2010-08-04T11:10:00,127,7.25,15.6,8.2,1,10,,,,,,,2,,,10,1200,,
SW-81910137,CARRICK ROADS SHELLFISH WATER,2010-08-04T10:45:00,399,8.4,15.416,8.098,1,10,,,2,,,,,,,10,2,,
SW-73013804,SAUNTON STREAM AT CARPARK,2010-07-29T11:35:00,704,9.03,15.8,7.74,1,54,,,,,,,40,,,54,154,,
SW-82215391,HAYLE TOWANS (31300),2010-07-29T10:25:00,8.7,10.4,17.39,8.1,1,10,,,2,,,,,,,10,2,,
SW-C2710000,HIGHCLIFFE CASTLE (18700),2010-07-26T14:15:00,245,9.68,15.3,7.3,1,10,,,2,,,,,,,10,2,,
SW-82410232,RIVER GANNEL AT TREVEMPER,2010-07-21T11:50:00,26264,9.29,17.1,8.29,1,10,,,,,,,17,,,13000,10000,,
SW-81913757,HELFORD RIVER SHELLFISH WATER SITE,2010-07-20T11:55:00,572,8.29,15.163,8.094,1,480,,,,,,,2,,,53000,8,,
SO-F0003252,R ARUN TRIB FARTHINGS BRIDGE,2010-07-14T14:59:00,707,6.94,17.55,7.99,4.9,,,,,,,,,,,909,1320,,
SO-DUMPARUN,DUMP ARUN AND ADUR,2010-07-14T14:19:00,1115,6.33,18.26,8.04,6.4,,,,,,,,,,,30000,14000,,
SO-DUMPARUN,DUMP ARUN AND ADUR,2010-07-14T13:39:00,729,5.62,18.9,7.94,7.3,,,,,,,,,,,1364,880,,
SO-F0017287,WARNHAM MILL POND - EAST INLET,2010-07-14T11:42:00,692,2.3,18.95,7.66,8.2,,,,10,,,,,,,,2,,
SO-DUMPARUN,DUMP ARUN AND ADUR,2010-07-14T10:41:00,912,3.83,17.42,7.58,2.2,10,,,,,,,7,,,1727,192,,
SO-DUMPARUN,DUMP ARUN AND ADUR,2010-07-14T09:41:00,695,3.62,18.07,7.59,31.8,,,,,,,,,,,1727273,16202,,
SO-DUMPARUN,DUMP ARUN AND ADUR,2010-07-14T09:23:00,730,5.31,20.38,7.91,14.7,,,,,,,,,,,727,385,,
SW-70614740,ANSTEY'S COVE     TORQUAY (23501),2010-07-07T13:25:00,813,9.01,15.2,7.98,1.4,10,,,2,,,,,,,10,2,,
SW-70920200,AYLESTON BROOK AT ORCHETON MILL,2010-07-01T12:00:00,388.7,0.018,18.2,7.5,1,63,,,,,,,27,,,360,2520,,
SW-81310201,RIVER SEATON AT SEATON BEACH,2010-06-25T10:30:00,293,9.59,13.6,7.81,1,10,,,,,,,2,,,12000,4000,,
SW-81310252,R SEATON D/S TROUTS MILL,2010-06-25T10:00:00,1430,9.93,12.9,7.81,1,99,,,,,,,144,,,100000,100000,,
SW-82614940,TREBARWITH STRAND BEACH (33350),2010-06-23T11:49:00,599,20.4,13.85,8.04,1,54,,,,,,,16,,,81,27,,
SW-73110907,RIVER UMBER AT 2 UMBER CLOSE,2010-06-17T10:40:00,498,8.05,12.6,8.204,1,10,,,10,,,,2,,,10,1640,,
TH-PGWU2051,"LITTLE CANFIELD, LANGTHORNS PLANTERY B/H",2010-06-04T11:30:00,1096,4.68,13.38,8.05,1,10,94,,85,,,,2,,,10,2,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2010-05-21T09:56:00,26092,8.1,15.52,8.07,42.5,,,,,,,,115,,,,269,,
SW-E8901600,WESTON SAND BAY (35900),2010-05-20T11:50:00,289,10.4,12.8,7.97,1,18,,,11,,,,,,,18,11,,
SO-5GWQ0494,EGYPT FARM POINT A,2010-04-13T11:14:00,1045,5.65,12.27,8.319,7.5,,,,2,,,,,,,,1,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2010-04-01T12:40:00,655,13.3,6.98,8.1,13.9,,,,,,,,,,,7600,1636,,
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2010-03-31T11:50:00,275,11.6,8.4,7.55,1,306,,,,,,,54,,,12000,8000,,
NW-88022543,SF DRAINS INVESTIGATION (SECTION C),2010-03-22T12:45:00,315,13.1,8.2,6.5,8.3,37800,,,,,,,7000,,,63000,14000,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2010-02-23T13:06:00,985,10.9,5.33,7.69,17.5,,,,,,,,8400,,,,12000,,
SW-81920149,LAMOUTH CREEK,2010-01-21T12:45:00,555,12.9,4.3,8,25.9,,,,,,,,,,,270,45,,
SW-81940103,TRESILLIAN RIVER OFF MALPAS PT,2010-01-21T10:10:00,267,9.4,7.614,7.74,0.7,,,,,,,,,,,15000,818,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2009-12-29T13:44:00,2333,12.3,5.51,8.09,49.9,,,,,,,,3010,,,,4300,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2009-10-30T10:15:00,735,8.66,12.05,7.89,1.7,,,,,,,,,,,909,310,,
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-10-01T12:01:00,53785,7.83,16.843,8.204,5,10,,,2,,,,,,,10,2,,
SO-F0001807,THORNHAM CHANNEL-SFW,2009-10-01T10:46:00,53794,7.82,16.772,8.234,5.25,10,,,2,,,,,,,10,2,,
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-10-01T09:20:00,32945,7.05,16.606,8.251,3.7,10,,,2,,,,,,,10,2,,
SW-81310201,RIVER SEATON AT SEATON BEACH,2009-09-21T14:41:00,297,9.92,12.9,7.9,1,63,,,,,,,40,,,2200,1080,,
SO-G0003677,APPROACHES SOTON WATER-SFW,2009-08-26T13:39:00,52590,7.01,19.23,8.09,2.8,,,,2,,,,,,,,2,,
SW-E8900500,BERROW N OF UNITY FM (35500),2009-08-26T11:15:00,49620,6.64,17.5,8.04,1,306,,,,,,,200,,,340,200,,
SW-70613204,TRIB OF TORRE ABBEY STREAM ABOVE REC,2009-08-19T13:40:00,530,6.98,14.5,8.089,1,10,,,,,,,10,,,10,12000,,
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-08-13T16:16:00,52482,7.71,20.08,8.093,4.2,,,,2,,,,,,,,,,
SW-81410203,EAST LOOE RIVER AT BEACH,2009-08-13T15:29:00,52460,7.68,20.363,8.135,3.8,,,,,,,,2,,,460,231,,
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-08-13T14:42:00,51214,6.53,20.975,8.04,3,,,,2,,,,,,,,,,
SW-81910640,PENRYN SHELLFISH WATER,2009-08-12T12:00:00,433,10,16.8,8.17,1,10,,,9,,,,,,,45,23,,
SW-72919999,MISCELLANEOUS TIDAL TORRIDGE,2009-08-07T12:00:00,476,10.7,21.13,8.32,1,186,,,,,,,77,,,310,77,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2009-08-07T11:22:00,40660,6.31,20.94,8.04,65.2,,,,,,,,77,,,,192,,
SW-82510114,PORTH STREAM AT RIALTON BRIDGE,2009-07-28T10:10:00,726,8.91,18.14,7.8,1,,62,,56,,,,,,,1182,385,,
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-07-21T11:51:00,52898,7.76,18.055,8.151,4,10,,,2,,,,,,,10,2,,
SW-81811127,CAERHAYS STREAM AT TUBBS MILL,2009-07-21T11:45:00,52809,7.42,18.105,8.169,1.4,10,,,,,,,2,,,37000,42000,,
SO-F0001807,THORNHAM CHANNEL-SFW,2009-07-21T11:07:00,52958,7.74,18.019,8.154,2.9,10,,,2,,,,,,,10,2,,
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-07-21T10:18:00,51053,6.91,18.342,8.154,2.8,10,,,4,,,,,,,10,6,,
SW-73013103,CROYDE STREAM AT BEACH,2009-07-13T14:45:00,1909,9.34,16.6,7.8,1,54,,,,,,,2,,,72,2440,,
SW-81311020,TREMAR STREAM D/S ST CLEER STW,2009-07-08T10:35:00,1666,9.67,14.7,7.5,1,126,,,,,,,62,,,46000,14000,,
SW-81940158,TRESILLIAN RIVER D/S LADOCK STW,2009-07-02T10:15:00,241,9.1,16.1,7.25,1,1146,40,,36,,,,392,,,100000,100000,,
SW-81210110,CAWSAND BAY (26530),2009-06-04T10:35:00,45612,6.38,16.7,7.72,12.9,6900,,,6950,,,,7000,,,6900,7000,,
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-06-04T10:31:00,52956,8.44,16.424,8.241,4,10,,,2,,,,,,,10,2,,
AN-WOODFER,WOODHAM FERRERS STW F/E,2009-06-04T10:00:00,47096,6.2,16.44,7.76,15,3960,140,,140,,,,59400,,,4400,66000,,
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-06-04T09:25:00,51726,7.52,18.853,8.23,2.5,10,,,2,,,,,,,10,2,,
SO-F0001807,THORNHAM CHANNEL-SFW,2009-06-04T08:02:00,52814,8.09,17.094,8.277,3,10,,,2,,,,,,,10,2,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2009-05-21T13:36:00,38469,8.6,15.85,8.16,22.7,,,,61,,,,,,,,68,,
SO-F0001821,EMSWORTH CHANNEL-SFW,2009-05-21T10:01:00,52669,9.13,13.656,8.197,3.5,,,,2,,,,,,,,,,
SO-F0001801,CHICHESTER CHANNEL-S/F WATER,2009-05-21T09:09:00,50141,7.89,15.203,8.166,2.75,,,,2,,,,,,,,,,
SO-F0001807,THORNHAM CHANNEL-SFW,2009-05-21T08:23:00,52685,9.03,13.714,8.19,2.9,,,,2,,,,,,,,,,
SW-70613404,KIRKHAM STREAM MANHOLE LHS LOOKING U/S,2009-05-20T11:40:00,440,8.63,12.7,8.223,1,10,,,10,,,,2,,,10,3000,,
TH-PGWU2051,"LITTLE CANFIELD, LANGTHORNS PLANTERY B/H",2009-05-15T11:00:00,1128,5.03,13.11,8.03,1,200,,,,,,,122,,,200,2,,
SO-G0003677,APPROACHES SOTON WATER-SFW,2009-05-14T15:40:00,52279,8.54,12.942,8.146,5.1,,,,2,,,,,,,,2,,
SW-E8902100,CLEVEDON (36000),2009-05-13T11:11:00,265,10.5,11.7,8.03,1,18,,,21.5,,,,,,,36,25,,
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-05-11T12:00:00,762,9.24,13.64,8.1,2.6,,,,4,,,,,,,,4,,
SW-82718801,INVESTIGATION IN CATCHMENT 27A,2009-05-06T14:20:00,370,10.7,12.14,8.12,1,10,,,,,,,2,,,4400,1240,,
AN-BLA07,BLAKENEY HARBOUR MORSTON CREEK,2009-04-30T11:44:00,46864,10.3,11.34,8.07,6.9,,,,2,,,,,,,,,,
AN-BLA04,BLAKENEY HARBOUR SOUTH OF WATCH HOUSE,2009-04-30T11:36:00,47921,10.5,11.11,8.07,5.8,,,,2,,,,,,,,,,
AN-BLA05,CLEY CHANNEL AT THE MARRAMS (BLAKENEY),2009-04-30T11:33:00,48242,10.6,11.17,8.07,8.5,,,,2,,,,,,,,,,
AN-BLA06,CLEY CHANNEL AT BLAKENEY EYE,2009-04-30T11:27:00,48291,10.5,11.03,8.06,8.4,,,,2,,,,,,,,,,
AN-BLA08,BLAKENEY HARBOUR AT BLAKENEY PIT,2009-04-30T11:21:00,48384,10.6,10.78,8.06,5.2,,,,2,,,,,,,,,,
AN-BLA10,BLAKENEY HARBOUR SIMPOOL HEAD BUOY 9,2009-04-30T11:17:00,48405,10.4,10.74,8.05,5.5,,,,2,,,,,,,,,,
AN-BLA12,BLAKENEY HARBOUR AT FRESHES CREEK,2009-04-30T11:14:00,48182,10.4,11.22,8.06,5.6,,,,2,,,,,,,,,,
AN-BLA14,BLAKENEY HARBOUR AT BUOY 8,2009-04-30T11:05:00,48455,10.7,10.55,8.04,7.1,,,,2,,,,,,,,,,
NW-88003852,BARTON BROOK PTC WOODPLUMPTON BROOK,2009-04-30T10:55:00,48376,9.68,11.7,8.04,6.5,4400,1400,,140,,,,140,,,11000,1400,,
AN-BLA02,BLAKENEY HARBOUR AGAR CREEK,2009-04-30T10:48:00,38083,8.94,11.67,8,7.5,,,,15,,,,,,,,,,
AN-BLA03,BLAKENEY CHANNEL AT BLAKENEY HOTEL,2009-04-30T10:41:00,40468,8.82,11.82,8.01,11.3,,,,23,,,,,,,,,,
NW-88019983,SOLWAY EDEN AT NY155575 SHELLFISH MON.PT,2009-04-28T14:00:00,42951,10,10.93,8.2,21.3,,,,2,,,,,,,,,,
AN-NE13,R.COLNE ROWHEDGE FERRY,2009-04-28T13:35:00,36001,6.95,13.98,7.91,17.8,,,,128,,,,,,,,142,,
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-04-20T12:00:00,817,8.86,13.01,7.74,3.3,,,,14,,,,,,,,23,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2009-04-16T10:05:00,832,8.78,11.57,8.16,2.3,,,,840,,,,840,,,2900,731,,
SW-81319999,MISCELLANEOUS SEATON,2009-03-26T15:15:00,19620,8.94,9.13,7.78,88.6,,,,,,,,1260,,,4300,4300,,
AN-NE13,R.COLNE ROWHEDGE FERRY,2009-03-26T14:45:00,12546,9.04,9.24,7.76,46,,,,,,,,2100,,,,3500,,
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-03-23T10:58:00,878,9.32,8.63,7.76,5.9,,,,76,,,,,,,,108,,
AN-NE1075,R.COLNE WIVENHOE BARRIER,2009-03-10T15:35:00,13431,9.62,7.71,7.94,40.9,,,,,,,,600,,,,1200,,
AN-NE13,R.COLNE ROWHEDGE FERRY,2009-03-10T15:00:00,10977,9.72,7.93,7.9,57.3,,,,,,,,1008,,,,1440,,
SO-E0001228,GREAT STOUR GEGB FOOTBRIDGE,2009-02-18T12:51:00,944,11,7.61,7.95,326,,,,2508,,,,2376,,,,2640,,
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-02-16T13:56:00,887,9.42,8.56,7.67,7.8,,,,416,,,,370,,,,462,,
NE-49000231,ESK & TRIBS: SOURCE TO N/SEA - AD HOC,2009-01-28T12:00:00,19918,9.75,4.4,8.17,27.6,656000,,,,,,,440000,,,820000,440000,,
NE-49000231,ESK & TRIBS: SOURCE TO N/SEA - AD HOC,2009-01-28T11:20:00,1955,10.3,4.85,8.23,75.5,650000,,,,,,,369000,,,1300000,410000,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2009-01-23T09:30:00,652,13.9,4.59,8.41,91,,,,,,,,,,,46000,5000,,
AN-OAE047,BUTLEY R. BUTLEY MILL,2009-01-19T13:20:00,812,9.38,6.27,7.4,12.2,,,,553.5,,,,492,,,,615,,
MD-36741880,RIVER TRENT AT NOTTINGHAM TRENT BRIDGE,2008-12-17T14:02:00,680,12.8,5.5,7.8,31.1,,,,,,,,,,,21000,4100,,
TH-PTHR0107,THAMES AT TEDDINGTON WEIR,2008-12-15T12:40:00,532,12,6.09,8.04,65.4,,,,,,,,,,,68000,16000,,
AN-NE1075,R.COLNE WIVENHOE BARRIER,2008-12-11T10:50:00,45348,10.2,3.25,7.94,17.5,,,,84,,,,,,,,120,,
AN-NE13,R.COLNE ROWHEDGE FERRY,2008-12-11T10:15:00,42679,10.1,3.2,7.93,23.5,,,,115,,,,,,,,144,,
TH-PTHR0107,THAMES AT TEDDINGTON WEIR,2008-12-04T12:45:00,701,12.5,5.93,8.12,8.7,7000,3600,,2520,,,,2880,,,27000,5300,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2008-12-02T09:28:00,1103,9.34,6.95,8.02,40.1,,,,,,,,2870,,,,4100,,
MD-36741880,RIVER TRENT AT NOTTINGHAM TRENT BRIDGE,2008-11-27T13:27:00,731,11.5,7.6,7.9,8.6,,,,,,,,,,,28000,4400,,
SW-81010825,SILVERBRIDGE LAKE AT KITLEY HOTEL,2008-11-27T11:00:00,756,10.3,9.2,7.8,9.9,1920,510,,357,,,,459,,,2400,510,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2008-11-27T08:00:00,791,11.7,6.14,8.5,4.4,,,,,,,,,,,5500,1727,,
MD-59000500,RIVER TAME - CHETWYND BRIDGE,2008-11-18T12:45:00,695,10,10.4,7.7,10,,,,,,,,,,,26000,2800,,
NE-49000231,ESK & TRIBS: SOURCE TO N/SEA - AD HOC,2008-11-17T12:20:00,890,7.86,8.34,7.65,4.01,3760,,,,,,,420,,,4700,420,,
AN-NE1075,R.COLNE WIVENHOE BARRIER,2008-11-17T11:45:00,12775,9.18,7.02,7.83,63.1,,,,,,,,1960,,,,2800,,
AN-NE13,R.COLNE ROWHEDGE FERRY,2008-11-17T11:05:00,1693,9.59,7.36,7.87,50.8,,,,,,,,3280,,,,4100,,
MD-36768280,NON-TIDAL R. TRENT YOXALL BRIDGE,2008-11-14T10:40:00,766,9.61,11.3,7.8,11.6,,,,,,,,,,,19000,3100,,
TH-PTHR0107,THAMES AT TEDDINGTON WEIR,2008-11-13T14:15:00,555,11.3,9.15,8,50.8,,,,,,,,,,,41000,10000,,
SW-73020127,RIVER TAW AT CHAPELTON FOOTBRIDGE,2008-11-12T09:45:00,168,11.1,8.5,7.7,16.7,,,,2400,,,,,,,,,,
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2008-11-04T09:33:00,800,9.17,10.34,7.73,26.9,,,,,,,,7700,,,,11000,,
MD-36741880,RIVER TRENT AT NOTTINGHAM TRENT BRIDGE,2008-10-29T14:25:00,610,11.4,8.1,7.8,7.9,,,,,,,,,,,66000,17000,,
NW-88003828,RIVER WYRE AT GUBBERFORD BRIDGE SCORTON,2008-10-29T10:25:00,141,12.8,5.12,7.52,1,90,,,,,,,94,,,180,818,,
AN-NE1075,R.COLNE WIVENHOE BARRIER,2008-10-24T11:40:00,32314,8.44,12.08,7.89,20.8,,,,,,,,1708,,,,2440,,
AN-NE13,R.COLNE ROWHEDGE FERRY,2008-10-24T11:10:00,26295,7.93,12.08,7.73,29.7,,,,,,,,1000,,,,8000,,
NW-88003870,NEW DRAUGHT BROOK PTC OLD RIVER BROCK,2008-10-21T13:30:00,860,8.38,10.29,7.9,8.2,38000,12727,,8909,,,,8909,,,38000,12727,,
SW-91210360,RIVER TAMAR U/S UTL AT INFLOW,2008-10-21T12:00:00,959,9.52,10.2,7.13,5.5,,7000,,5000,,,,,,,9000,7000,,
SW-91210357,R TAMAR AT WEST YOULSTONE BRIDGE,2008-10-21T11:00:00,150,10.5,11.1,7.13,92.7,,4000,,2000,,,,2400,,,15000,4000,,
AN-BLA07,BLAKENEY HARBOUR MORSTON CREEK,2008-10-17T10:45:00,48703,8.31,10.69,7.95,21.5,,,,106,,,,,,,,,,
NW-88002976,SOUTHPORT STW FINAL EFFLUENT,2008-10-17T10:30:00,48403,8.25,10.85,7.96,19.9,,,,,1.5,,,,,,,122,,
AN-BLA03,BLAKENEY CHANNEL AT BLAKENEY HOTEL,2008-10-17T10:25:00,48573,8.31,10.87,7.99,25.7,,,,112,,,,,,,,,,
AN-BLA04,BLAKENEY HARBOUR SOUTH OF WATCH HOUSE,2008-10-17T10:12:00,49414,8.6,11.22,8.03,11.3,,,,76,,,,,,,,,,
AN-BLA05,CLEY CHANNEL AT THE MARRAMS (BLAKENEY),2008-10-17T10:05:00,49492,8.5,11.45,8.04,7.7,,,,58,,,,,,,,,,
AN-BLA06,CLEY CHANNEL AT BLAKENEY EYE,2008-10-17T10:00:00,49494,8.4,11.69,8.05,5.4,,,,56,,,,,,,,,,
AN-BLA08,BLAKENEY HARBOUR AT BLAKENEY PIT,2008-10-17T09:52:00,49820,8.49,12.33,8.08,6.4,,,,8,,,,,,,,,,
AN-BLA10,BLAKENEY HARBOUR SIMPOOL HEAD BUOY 9,2008-10-17T09:47:00,49797,8.48,12.36,8.08,8.1,,,,2,,,,,,,,,,
AN-BLA12,BLAKENEY HARBOUR AT FRESHES CREEK,2008-10-17T09:43:00,49595,8.49,11.57,8.06,18.6,,,,54,,,,,,,,,,
AN-BLA14,BLAKENEY HARBOUR AT BUOY 8,2008-10-17T09:32:00,49894,8.45,12.34,8.09,8.5,,,,4,,,,,,,,,,
AN-OAE047,BUTLEY R. BUTLEY MILL,2008-10-13T12:40:00,891,8.11,13.24,7.67,1.3,,,,27,,,,,,,,30,,
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2008-09-29T12:05:00,199,11.4,11.5,7.6,2.7,,,,1040,,,,,,,,,,
MD-36768280,NON-TIDAL R. TRENT YOXALL BRIDGE,2008-09-26T09:25:00,1063,8.85,13.4,7.9,3.9,,,,,,,,,,,24000,2800,,
SW-82511111,RIVER MENALHYL AT THE FORDS,2008-09-25T13:57:00,290,10.8,13.8,8,3,,,,,,,,,,,3400,1760,,
AN-NE1075,R.COLNE WIVENHOE BARRIER,2008-09-25T11:55:00,36113,6.52,14.96,7.75,19.3,,,,1640,,,,,,,,1640,,
SW-73115120,ILFRACOMBE WILDERSMOUTH BEACH (34500),2008-09-25T11:15:00,30032,6.24,16.1,8.1,9.74,10,,,,,,,14,,,63,27,,
TH-PTHR0107,THAMES AT TEDDINGTON WEIR,2008-09-17T13:20:00,684,9.88,15.59,8.14,10.6,65,13000,,2600,,,,29,,,11000,2080,,
SW-81110120,PLYM ESTUARY AT MOUNTBATTEN CENTRE,2008-09-16T11:15:00,170,8.31,16.3,7.3,3.6,105,,,,,,,40,,,2300,385,,
SW-82514969,TOWAN BEACH     NEWQUAY (32300),2008-09-16T10:30:00,221,8.42,13.5,7.6,1,45,,,38.5,,,,,,,63,32,,
AN-CR01,R.CROUCH MEMORIAL PARK WICKFORD,2008-09-15T15:45:00,1058,11.1,14.83,8.31,4.51,,,,,,,,55800,,,,62000,,
SW-81410131,MILLENDREATH STREAM ABOVE CULVERT,2008-09-15T13:05:00,406,7.79,13.26,8,1,10,,,,,,,44,,,460,162,,
SW-72910233,INSTOW BEACH,2008-09-15T11:35:00,2437,7.14,16.3,8.1,24.9,1760,,,,,,,768,,,2200,960,,
SW-73010313,TAW ESTUARY FREMINGTON QUAY,2008-09-15T11:15:00,12614,7.42,14.8,8,1,4590,,,,,,,1056,,,5100,1960,,
SW-81916705,STREAM AT COVERACK BEACH,2008-09-15T10:50:00,872,7.26,13.82,7.71,2.7,,,,2040,,,,2000,,,,2080,,
SW-73015076,COMBESGATE BEACH STREAM INPUT,2008-09-11T10:40:00,2140,7.16,14.92,7.99,1,396,,,,,,,154,,,440,385,,
SW-82710102,SUMMERLEAZE (33500),2008-09-10T10:45:00,469,5.79,16.51,7.5,18.5,207,,,,,,,48,,,230,48,,
MD-36768280,NON-TIDAL R. TRENT YOXALL BRIDGE,2008-09-02T09:15:00,1016,7.74,15.6,8,3.5,,,,,,,,,,,33000,9000,,
MD-36741880,RIVER TRENT AT NOTTINGHAM TRENT BRIDGE,2008-08-27T14:09:00,758,8.79,17.9,8,2.3,,,,,,,,,,,3000,1040,,
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2008-08-27T06:30:00,746,7.69,16.78,7.38,1.5,,,,,,,,,,,2091,800,,
SW-81814885,GORRAN HAVEN (L.PERHAVER) BEACH (28200),2008-08-26T12:30:00,366,8.09,18.5,7.16,1,390,,,,,,,2,,,3900,2,,
TH-PTHR0107,THAMES AT TEDDINGTON WEIR,2008-08-21T14:00:00,652,9.25,18.67,8.15,2.8,10,,,,,,,2,,,6300,1000,,
SW-81420273,EAST LOOE RIVER U/S LODGE HILL STW,2008-08-21T12:39:00,211,7.17,13.9,7.74,4.1,,,,,,,,2,,,3500,960,,
SW-70515603,HOLCOMBE STREAM AT MOUTH,2008-08-21T12:05:00,497,5.84,15.6,7.73,587,,,,,,,,1400,,,,1520,,
SW-82712103,SANDY MOUTH STREAM D/S WATERFALL,2008-08-21T11:20:00,603,6.91,17.5,7.84,586,18,,,,,,,17,,,45,269,,
SW-50220110,"NADDER, BEMERTON",2008-08-20T12:55:00,647,7.6,15.59,8.27,2.8,927,346,,308,,,,308,,,1545,346,,
SW-73015012,SAUNTON SANDS (34100),2008-08-18T10:15:00,771,8.09,16.4,7.62,2.1,369,,,377,,,,308,,,410,385,,
SW-73020127,RIVER TAW AT CHAPELTON FOOTBRIDGE,2008-08-14T12:25:00,145,10.6,13.2,7,34.4,,,,11000,,,,,,,,,,
SW-73060116,RIVER MOLE AT HEAD BARTON,2008-08-14T11:50:00,142,10.8,13.2,7.1,1,7054,,,,,,,1920,,,8818,2240,,
SO-F0001920,FELPHAM EC BW (15650),2008-08-11T11:25:00,373,9.95,18,8.14,1,18,,,22,,,,,,,18,27,,
SW-81020105,R YEALM AT PUSLINCH GAUGING STN,2008-08-08T10:45:00,1026,7.66,14.5,8.1,1.9,5200,1560,,1404,,,,1404,,,6500,1560,,
AN-CR01,R.CROUCH MEMORIAL PARK WICKFORD,2008-08-06T18:00:00,898,12.2,20.82,8.58,3.51,,,,3385,,,,,,,,3385,,
SW-70613302,HOLLICOMBE STREAM AT BEACH,2008-08-06T12:25:00,346,3.91,15.3,7.49,16.4,,,,,,,,3600,,,,615,,
SW-82118801,INVESTIGATION IN CATCHMENT 21A,2008-08-05T13:40:00,0,9.02,15.7,7.3,1,10,,,,,,,6,,,90000,30000,,
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2008-08-05T10:45:00,166,9.45,15.5,7.4,8.8,,,,1600,,,,,,,,,,
SW-82515002,LUSTY GLAZE (32330),2008-08-05T10:00:00,420,9.15,17.2,7.92,1,10,,,13,,,,,,,10,17,,
TH-PLER9999,LEE CATCHMENT RIVER N.C.R.S,2008-07-29T14:15:00,946,11.7,21.04,7.39,1,72,,,,,,,15,,,100000,55000,,
